station_closest,timestamp,air_temp,road_temp
5,2016-09-18 17:00:00,19.26,27.16
5,2016-09-18 18:00:00,19.2,24.94
5,2016-09-18 19:00:00,18.91,22.78
5,2016-09-19 08:00:00,16.66,15.12
5,2016-09-19 09:00:00,16.63,15.78
5,2016-09-19 10:00:00,17.01,16.97
5,2016-09-19 11:00:00,17.28,21.0
5,2016-09-19 12:00:00,17.31,24.26
5,2016-09-19 13:00:00,17.47,26.89
5,2016-09-19 14:00:00,18.61,28.6
5,2016-09-19 15:00:00,19.87,28.8
5,2016-09-19 16:00:00,19.74,28.11
5,2016-09-19 17:00:00,19.44,25.95
5,2016-09-19 18:00:00,19.11,23.61
5,2016-09-19 19:00:00,18.7,21.88
5,2016-09-20 08:00:00,15.69,14.79
5,2016-09-20 09:00:00,15.75,15.55
5,2016-09-20 10:00:00,16.09,17.62
5,2016-09-20 11:00:00,16.21,20.05
5,2016-09-20 12:00:00,16.3,22.46
5,2016-09-20 13:00:00,16.45,25.12
5,2016-09-20 14:00:00,17.35,26.56
5,2016-09-20 15:00:00,18.39,27.14
5,2016-09-20 16:00:00,18.45,26.76
5,2016-09-20 17:00:00,18.36,24.67
5,2016-09-20 18:00:00,18.27,22.44
5,2016-09-20 19:00:00,17.87,20.37
5,2016-09-21 08:00:00,15.19,14.68
5,2016-09-21 09:00:00,15.55,17.01
5,2016-09-21 10:00:00,16.54,19.42
5,2016-09-21 11:00:00,16.43,21.88
5,2016-09-21 12:00:00,16.43,24.71
5,2016-09-21 13:00:00,16.65,27.25
5,2016-09-21 14:00:00,17.71,28.17
5,2016-09-21 15:00:00,18.57,28.4
5,2016-09-21 16:00:00,18.57,27.79
5,2016-09-21 17:00:00,18.45,25.47
5,2016-09-21 18:00:00,18.36,23.54
5,2016-09-21 19:00:00,18.16,22.05
5,2016-09-22 08:00:00,15.26,14.58
5,2016-09-22 09:00:00,15.73,16.63
5,2016-09-22 10:00:00,17.02,19.02
5,2016-09-22 11:00:00,16.54,21.47
5,2016-09-22 12:00:00,16.3,23.7
5,2016-09-22 13:00:00,16.23,25.57
5,2016-09-22 14:00:00,17.29,27.03
5,2016-09-22 15:00:00,18.21,27.79
5,2016-09-22 16:00:00,18.27,27.61
5,2016-09-22 17:00:00,18.27,25.72
5,2016-09-22 18:00:00,18.19,23.67
5,2016-09-22 19:00:00,17.87,21.61
5,2016-09-23 08:00:00,15.96,15.75
5,2016-09-23 09:00:00,16.16,17.1
5,2016-09-23 10:00:00,16.3,16.92
5,2016-09-23 11:00:00,16.38,17.28
5,2016-09-23 12:00:00,16.47,17.33
5,2016-09-23 13:00:00,16.47,17.01
5,2016-09-23 14:00:00,16.63,18.25
5,2016-09-23 15:00:00,17.17,20.14
5,2016-09-23 16:00:00,17.53,22.15
5,2016-09-23 17:00:00,17.49,21.27
5,2016-09-23 18:00:00,17.37,19.9
5,2016-09-23 19:00:00,17.1,18.46
5,2016-09-24 08:00:00,15.67,14.61
5,2016-09-24 09:00:00,15.66,15.6
5,2016-09-24 10:00:00,15.67,18.16
5,2016-09-24 11:00:00,15.66,20.46
5,2016-09-24 12:00:00,15.76,23.0
5,2016-09-24 13:00:00,16.34,23.83
5,2016-09-24 14:00:00,17.22,24.91
5,2016-09-24 15:00:00,17.71,24.76
5,2016-09-24 16:00:00,17.8,24.13
5,2016-09-24 17:00:00,17.8,22.84
5,2016-09-24 18:00:00,17.65,21.72
5,2016-09-24 19:00:00,17.49,20.77
5,2016-09-25 08:00:00,16.14,16.14
5,2016-09-25 09:00:00,16.3,17.26
5,2016-09-25 10:00:00,16.54,19.02
5,2016-09-25 11:00:00,16.77,21.76
5,2016-09-25 12:00:00,16.86,24.67
5,2016-09-25 13:00:00,17.04,27.14
5,2016-09-25 14:00:00,18.28,28.62
5,2016-09-25 15:00:00,18.88,29.75
5,2016-09-25 16:00:00,18.93,29.37
5,2016-09-25 17:00:00,19.17,27.57
5,2016-09-25 18:00:00,19.31,25.95
5,2016-09-25 19:00:00,19.15,23.97
5,2016-09-26 08:00:00,16.43,16.72
5,2016-09-26 09:00:00,16.54,18.63
5,2016-09-26 10:00:00,16.57,20.61
5,2016-09-26 11:00:00,16.66,23.14
5,2016-09-26 12:00:00,16.84,25.9
5,2016-09-26 13:00:00,17.06,27.93
5,2016-09-26 14:00:00,18.23,29.17
5,2016-09-26 15:00:00,18.72,29.73
5,2016-09-26 16:00:00,18.82,29.61
5,2016-09-26 17:00:00,18.88,27.23
5,2016-09-26 18:00:00,18.72,25.43
5,2016-09-26 19:00:00,18.61,23.94
5,2016-09-27 08:00:00,17.78,19.31
5,2016-09-27 09:00:00,17.92,20.3
5,2016-09-27 10:00:00,17.89,22.23
5,2016-09-27 11:00:00,17.94,24.48
5,2016-09-27 12:00:00,17.82,27.03
5,2016-09-27 13:00:00,17.85,28.17
5,2016-09-27 14:00:00,19.02,29.16
5,2016-09-27 15:00:00,19.26,29.16
5,2016-09-27 16:00:00,19.26,28.42
5,2016-09-27 17:00:00,19.13,25.52
5,2016-09-27 18:00:00,18.81,23.2
5,2016-09-27 19:00:00,18.3,20.98
5,2016-09-28 08:00:00,15.76,15.39
5,2016-09-28 09:00:00,15.91,17.02
5,2016-09-28 10:00:00,16.07,18.82
5,2016-09-28 11:00:00,16.23,21.33
5,2016-09-28 12:00:00,16.3,24.08
5,2016-09-28 13:00:00,16.54,26.17
5,2016-09-28 14:00:00,17.76,27.54
5,2016-09-28 15:00:00,18.0,27.9
5,2016-09-28 16:00:00,18.1,27.46
5,2016-09-28 17:00:00,18.23,25.5
5,2016-09-28 18:00:00,18.27,23.67
5,2016-09-28 19:00:00,18.05,21.79
5,2016-09-29 08:00:00,14.88,14.07
5,2016-09-29 09:00:00,14.92,15.6
5,2016-09-29 10:00:00,14.97,17.37
5,2016-09-29 11:00:00,15.06,19.62
5,2016-09-29 12:00:00,15.46,22.37
5,2016-09-29 13:00:00,16.03,23.86
5,2016-09-29 14:00:00,16.99,24.6
5,2016-09-29 15:00:00,17.24,24.28
5,2016-09-29 16:00:00,17.51,24.26
5,2016-09-29 17:00:00,17.58,22.91
5,2016-09-29 18:00:00,17.37,21.27
5,2016-09-29 19:00:00,17.1,19.96
5,2016-09-30 08:00:00,14.32,13.23
5,2016-09-30 09:00:00,14.4,14.36
5,2016-09-30 10:00:00,14.61,15.69
5,2016-09-30 11:00:00,14.61,18.39
5,2016-09-30 12:00:00,14.56,20.25
5,2016-09-30 13:00:00,14.68,22.3
5,2016-09-30 14:00:00,15.96,23.74
5,2016-09-30 15:00:00,16.09,24.58
5,2016-09-30 16:00:00,16.39,24.82
5,2016-09-30 17:00:00,16.54,22.93
5,2016-09-30 18:00:00,16.54,21.31
5,2016-09-30 19:00:00,16.38,19.72
5,2016-10-01 08:00:00,14.63,12.58
5,2016-10-01 09:00:00,14.76,14.25
5,2016-10-01 10:00:00,15.06,16.41
5,2016-10-01 11:00:00,15.6,18.46
5,2016-10-01 12:00:00,16.0,18.34
5,2016-10-01 13:00:00,15.96,16.36
5,2016-10-01 14:00:00,16.14,17.22
5,2016-10-01 15:00:00,16.54,20.71
5,2016-10-01 16:00:00,16.81,21.4
5,2016-10-01 17:00:00,16.93,19.72
5,2016-10-01 18:00:00,16.48,16.66
5,2016-10-01 19:00:00,15.91,15.22
5,2016-10-02 08:00:00,14.25,11.84
5,2016-10-02 09:00:00,14.38,12.61
5,2016-10-02 10:00:00,14.43,14.27
5,2016-10-02 11:00:00,14.5,15.55
5,2016-10-02 12:00:00,14.9,18.86
5,2016-10-02 13:00:00,14.94,21.72
5,2016-10-02 14:00:00,15.22,22.8
5,2016-10-02 15:00:00,15.42,24.3
5,2016-10-02 16:00:00,15.66,22.82
5,2016-10-02 17:00:00,15.75,20.91
5,2016-10-02 18:00:00,15.76,19.51
5,2016-10-02 19:00:00,15.76,18.7
5,2016-10-03 08:00:00,14.47,14.65
5,2016-10-03 09:00:00,14.58,15.39
5,2016-10-03 10:00:00,14.88,17.13
5,2016-10-03 11:00:00,15.13,18.39
5,2016-10-03 12:00:00,15.4,21.92
5,2016-10-03 13:00:00,15.73,23.95
5,2016-10-03 14:00:00,16.41,22.93
5,2016-10-03 15:00:00,16.63,22.15
5,2016-10-03 16:00:00,16.77,21.79
5,2016-10-03 17:00:00,16.77,20.8
5,2016-10-03 18:00:00,16.54,19.38
5,2016-10-03 19:00:00,16.32,18.36
5,2016-10-04 08:00:00,14.52,13.17
5,2016-10-04 09:00:00,14.85,15.39
5,2016-10-04 10:00:00,15.24,16.63
5,2016-10-04 11:00:00,15.58,17.8
5,2016-10-04 12:00:00,15.93,18.5
5,2016-10-04 13:00:00,16.2,18.64
5,2016-10-04 14:00:00,16.56,17.44
5,2016-10-04 15:00:00,16.48,17.13
5,2016-10-04 16:00:00,16.54,17.13
5,2016-10-04 17:00:00,16.43,15.94
5,2016-10-04 18:00:00,16.21,15.98
5,2016-10-04 19:00:00,16.02,15.13
5,2016-10-05 08:00:00,14.7,13.26
5,2016-10-05 09:00:00,14.7,13.98
5,2016-10-05 10:00:00,14.95,15.46
5,2016-10-05 11:00:00,15.26,16.54
5,2016-10-05 12:00:00,15.78,19.87
5,2016-10-05 13:00:00,16.14,23.13
5,2016-10-05 14:00:00,16.86,23.22
5,2016-10-05 15:00:00,16.59,24.1
5,2016-10-05 16:00:00,16.57,23.63
5,2016-10-05 17:00:00,16.66,21.72
5,2016-10-05 18:00:00,16.57,20.39
5,2016-10-05 19:00:00,16.36,19.06
5,2016-10-06 08:00:00,14.99,15.39
5,2016-10-06 09:00:00,15.19,16.81
5,2016-10-06 10:00:00,15.15,18.3
5,2016-10-06 11:00:00,15.57,19.6
5,2016-10-06 12:00:00,16.03,21.0
5,2016-10-06 13:00:00,16.56,22.41
5,2016-10-06 14:00:00,16.93,21.94
5,2016-10-06 15:00:00,16.95,20.59
5,2016-10-06 16:00:00,16.81,19.63
5,2016-10-06 17:00:00,16.84,19.63
5,2016-10-06 18:00:00,16.77,18.34
5,2016-10-06 19:00:00,16.52,16.05
5,2016-10-07 08:00:00,14.54,13.06
5,2016-10-07 09:00:00,14.59,13.51
5,2016-10-07 10:00:00,14.76,14.74
5,2016-10-07 11:00:00,15.04,16.38
5,2016-10-07 12:00:00,15.49,17.94
5,2016-10-07 13:00:00,15.96,19.71
5,2016-10-07 14:00:00,17.11,22.1
5,2016-10-07 15:00:00,17.29,22.3
5,2016-10-07 16:00:00,17.31,21.31
5,2016-10-07 17:00:00,17.13,20.37
5,2016-10-07 18:00:00,16.92,19.42
5,2016-10-07 19:00:00,16.68,18.55
5,2016-10-08 08:00:00,14.59,12.81
5,2016-10-08 09:00:00,14.63,13.62
5,2016-10-08 10:00:00,15.08,15.6
5,2016-10-08 11:00:00,15.85,18.27
5,2016-10-08 12:00:00,16.72,20.03
5,2016-10-08 13:00:00,17.01,18.84
5,2016-10-08 14:00:00,16.84,18.36
5,2016-10-08 15:00:00,16.79,18.28
5,2016-10-08 16:00:00,16.86,18.37
5,2016-10-08 17:00:00,16.75,17.78
5,2016-10-08 18:00:00,16.56,17.35
5,2016-10-08 19:00:00,16.39,16.92
5,2016-10-09 08:00:00,13.24,11.37
5,2016-10-09 09:00:00,13.26,11.8
5,2016-10-09 10:00:00,13.21,12.13
5,2016-10-09 11:00:00,13.28,13.26
5,2016-10-09 12:00:00,13.5,14.13
5,2016-10-09 13:00:00,13.66,14.7
5,2016-10-09 14:00:00,13.78,15.46
5,2016-10-09 15:00:00,13.89,16.54
5,2016-10-09 16:00:00,13.98,16.27
5,2016-10-09 17:00:00,13.84,15.12
5,2016-10-09 18:00:00,13.75,14.11
5,2016-10-09 19:00:00,13.57,13.17
5,2016-10-10 08:00:00,11.26,10.36
5,2016-10-10 09:00:00,11.32,11.03
5,2016-10-10 10:00:00,11.55,12.33
5,2016-10-10 11:00:00,11.71,13.82
5,2016-10-10 12:00:00,11.68,15.57
5,2016-10-10 13:00:00,11.84,19.4
5,2016-10-10 14:00:00,12.99,20.93
5,2016-10-10 15:00:00,12.51,21.06
5,2016-10-10 16:00:00,12.56,20.39
5,2016-10-10 17:00:00,12.78,18.21
5,2016-10-10 18:00:00,12.72,16.48
5,2016-10-10 19:00:00,12.52,14.88
5,2016-10-11 08:00:00,10.81,9.57
5,2016-10-11 09:00:00,11.05,10.83
5,2016-10-11 10:00:00,11.19,13.53
5,2016-10-11 11:00:00,11.39,16.3
5,2016-10-11 12:00:00,11.62,18.91
5,2016-10-11 13:00:00,12.13,21.13
5,2016-10-11 14:00:00,13.89,22.5
5,2016-10-11 15:00:00,13.75,22.68
5,2016-10-11 16:00:00,13.95,21.9
5,2016-10-11 17:00:00,14.11,20.21
5,2016-10-11 18:00:00,14.14,18.97
5,2016-10-11 19:00:00,13.95,17.49
5,2016-10-12 08:00:00,11.35,10.36
5,2016-10-12 09:00:00,11.41,11.82
5,2016-10-12 10:00:00,11.46,13.68
5,2016-10-12 11:00:00,11.5,16.02
5,2016-10-12 12:00:00,11.62,18.54
5,2016-10-12 13:00:00,12.13,20.68
5,2016-10-12 14:00:00,13.78,22.01
5,2016-10-12 15:00:00,13.77,22.12
5,2016-10-12 16:00:00,13.93,20.34
5,2016-10-12 17:00:00,14.09,19.53
5,2016-10-12 18:00:00,14.14,18.72
5,2016-10-12 19:00:00,14.22,18.0
5,2016-10-13 08:00:00,13.26,13.86
5,2016-10-13 09:00:00,13.32,14.22
5,2016-10-13 10:00:00,13.39,14.11
5,2016-10-13 11:00:00,13.37,14.31
5,2016-10-13 12:00:00,13.46,14.34
5,2016-10-13 13:00:00,13.62,14.5
5,2016-10-13 14:00:00,13.69,14.54
5,2016-10-13 15:00:00,13.71,14.65
5,2016-10-13 16:00:00,13.77,14.76
5,2016-10-13 17:00:00,13.89,14.88
5,2016-10-13 18:00:00,13.89,14.61
5,2016-10-13 19:00:00,13.71,14.04
5,2016-10-14 08:00:00,12.34,12.4
5,2016-10-14 09:00:00,12.42,12.79
5,2016-10-14 10:00:00,12.49,12.69
5,2016-10-14 11:00:00,12.36,12.52
5,2016-10-14 12:00:00,12.36,12.67
5,2016-10-14 13:00:00,12.56,13.15
5,2016-10-14 14:00:00,12.72,13.64
5,2016-10-14 15:00:00,13.08,15.03
5,2016-10-14 16:00:00,13.3,16.07
5,2016-10-14 17:00:00,13.26,15.48
5,2016-10-14 18:00:00,13.06,14.52
5,2016-10-14 19:00:00,12.81,13.53
5,2016-10-15 08:00:00,11.86,11.08
5,2016-10-15 09:00:00,11.91,11.43
5,2016-10-15 10:00:00,11.97,11.79
5,2016-10-15 11:00:00,11.98,11.89
5,2016-10-15 12:00:00,11.95,11.91
5,2016-10-15 13:00:00,11.95,12.25
5,2016-10-15 14:00:00,12.18,12.83
5,2016-10-15 15:00:00,12.45,13.15
5,2016-10-15 16:00:00,12.6,13.35
5,2016-10-15 17:00:00,12.63,13.14
5,2016-10-15 18:00:00,12.61,12.96
5,2016-10-15 19:00:00,12.47,12.49
5,2016-10-16 08:00:00,11.53,10.89
5,2016-10-16 09:00:00,11.66,11.52
5,2016-10-16 10:00:00,11.89,12.33
5,2016-10-16 11:00:00,12.13,12.85
5,2016-10-16 12:00:00,12.33,13.41
5,2016-10-16 13:00:00,12.63,13.98
5,2016-10-16 14:00:00,12.96,14.83
5,2016-10-16 15:00:00,13.21,15.33
5,2016-10-16 16:00:00,13.15,14.61
5,2016-10-16 17:00:00,13.06,14.13
5,2016-10-16 18:00:00,12.96,13.53
5,2016-10-16 19:00:00,12.78,13.05
5,2016-10-17 08:00:00,11.7,11.79
5,2016-10-17 09:00:00,11.82,12.61
5,2016-10-17 10:00:00,12.13,14.07
5,2016-10-17 11:00:00,12.4,13.89
5,2016-10-17 12:00:00,12.87,15.37
5,2016-10-17 13:00:00,13.44,16.9
5,2016-10-17 14:00:00,14.47,19.31
5,2016-10-17 15:00:00,14.05,19.15
5,2016-10-17 16:00:00,13.91,18.25
5,2016-10-17 17:00:00,13.8,17.64
5,2016-10-17 18:00:00,13.51,16.47
5,2016-10-17 19:00:00,13.3,15.42
5,2016-10-18 08:00:00,11.88,11.57
5,2016-10-18 09:00:00,11.97,12.15
5,2016-10-18 10:00:00,12.04,13.77
5,2016-10-18 11:00:00,12.16,14.72
5,2016-10-18 12:00:00,12.38,16.14
5,2016-10-18 13:00:00,13.17,19.51
5,2016-10-18 14:00:00,14.86,20.34
5,2016-10-18 15:00:00,14.54,20.52
5,2016-10-18 16:00:00,14.56,19.2
5,2016-10-18 17:00:00,14.45,17.92
5,2016-10-18 18:00:00,14.22,16.74
5,2016-10-18 19:00:00,13.87,15.46
5,2016-10-19 08:00:00,11.71,11.43
5,2016-10-19 09:00:00,11.97,12.6
5,2016-10-19 10:00:00,12.29,14.2
5,2016-10-19 11:00:00,12.7,15.53
5,2016-10-19 12:00:00,13.08,15.91
5,2016-10-19 13:00:00,13.21,15.58
5,2016-10-19 14:00:00,13.3,15.48
5,2016-10-19 15:00:00,13.35,15.49
5,2016-10-19 16:00:00,13.42,15.44
5,2016-10-19 17:00:00,13.44,15.24
5,2016-10-19 18:00:00,13.42,14.85
5,2016-10-19 19:00:00,13.3,13.75
5,2016-10-20 08:00:00,12.54,13.57
5,2016-10-20 09:00:00,12.78,14.22
5,2016-10-20 10:00:00,13.05,14.58
5,2016-10-20 11:00:00,13.21,14.59
5,2016-10-20 12:00:00,13.3,14.5
5,2016-10-20 13:00:00,13.37,14.54
5,2016-10-20 14:00:00,13.51,14.77
5,2016-10-20 15:00:00,13.78,16.41
5,2016-10-20 16:00:00,13.89,16.83
5,2016-10-20 17:00:00,13.78,15.89
5,2016-10-20 18:00:00,13.48,15.6
5,2016-10-20 19:00:00,13.23,14.95
5,2016-10-21 08:00:00,11.71,12.43
5,2016-10-21 09:00:00,11.77,13.12
5,2016-10-21 10:00:00,11.91,14.32
5,2016-10-21 11:00:00,12.04,15.48
5,2016-10-21 12:00:00,12.22,16.48
5,2016-10-21 13:00:00,12.63,17.38
5,2016-10-21 14:00:00,13.05,18.52
5,2016-10-21 15:00:00,13.23,18.73
5,2016-10-21 16:00:00,13.3,17.92
5,2016-10-21 17:00:00,13.28,16.9
5,2016-10-21 18:00:00,13.08,16.41
5,2016-10-21 19:00:00,12.85,15.55
5,2016-10-22 08:00:00,11.64,10.08
5,2016-10-22 09:00:00,11.7,10.76
5,2016-10-22 10:00:00,11.64,11.79
5,2016-10-22 11:00:00,11.79,14.74
5,2016-10-22 12:00:00,11.98,16.9
5,2016-10-22 13:00:00,12.42,18.79
5,2016-10-22 14:00:00,13.95,19.62
5,2016-10-22 15:00:00,13.8,19.81
5,2016-10-22 16:00:00,13.8,18.66
5,2016-10-22 17:00:00,13.71,17.35
5,2016-10-22 18:00:00,13.51,16.18
5,2016-10-22 19:00:00,13.32,15.35
5,2016-10-23 08:00:00,12.25,10.74
5,2016-10-23 09:00:00,12.4,11.46
5,2016-10-23 10:00:00,12.56,12.38
5,2016-10-23 11:00:00,12.97,14.43
5,2016-10-23 12:00:00,13.14,15.42
5,2016-10-23 13:00:00,13.44,16.72
5,2016-10-23 14:00:00,14.14,17.17
5,2016-10-23 15:00:00,14.31,16.97
5,2016-10-23 16:00:00,14.4,16.12
5,2016-10-23 17:00:00,14.41,16.27
5,2016-10-23 18:00:00,14.34,15.85
5,2016-10-23 19:00:00,14.23,15.48
5,2016-10-24 08:00:00,13.05,13.23
5,2016-10-24 09:00:00,13.15,13.64
5,2016-10-24 10:00:00,13.32,14.16
5,2016-10-24 11:00:00,13.51,14.52
5,2016-10-24 12:00:00,13.86,15.67
5,2016-10-24 13:00:00,14.32,16.86
5,2016-10-24 14:00:00,14.72,17.42
5,2016-10-24 15:00:00,14.68,16.81
5,2016-10-24 16:00:00,14.47,16.03
5,2016-10-24 17:00:00,14.32,14.72
5,2016-10-24 18:00:00,13.86,13.84
5,2016-10-24 19:00:00,13.51,13.33
5,2016-10-25 08:00:00,12.27,11.1
5,2016-10-25 09:00:00,12.6,12.13
5,2016-10-25 10:00:00,12.7,13.89
5,2016-10-25 11:00:00,12.96,16.77
5,2016-10-25 12:00:00,13.32,19.69
5,2016-10-25 13:00:00,14.04,20.3
5,2016-10-25 14:00:00,15.06,21.94
5,2016-10-25 15:00:00,15.37,22.95
5,2016-10-25 16:00:00,15.73,22.3
5,2016-10-25 17:00:00,15.78,20.82
5,2016-10-25 18:00:00,15.66,19.65
5,2016-10-25 19:00:00,15.42,18.81
5,2016-10-26 08:00:00,13.24,12.99
5,2016-10-26 09:00:00,13.14,13.42
5,2016-10-26 10:00:00,13.21,13.73
5,2016-10-26 11:00:00,13.32,13.91
5,2016-10-26 12:00:00,13.44,14.11
5,2016-10-26 13:00:00,13.6,14.38
5,2016-10-26 14:00:00,13.77,14.79
5,2016-10-26 15:00:00,13.98,15.08
5,2016-10-26 16:00:00,14.07,15.12
5,2016-10-26 17:00:00,14.14,15.24
5,2016-10-26 18:00:00,14.23,15.15
5,2016-10-26 19:00:00,14.22,14.95
5,2016-10-27 08:00:00,12.43,12.25
5,2016-10-27 09:00:00,12.52,12.7
5,2016-10-27 10:00:00,12.7,13.55
5,2016-10-27 11:00:00,12.88,14.56
5,2016-10-27 12:00:00,13.05,15.55
5,2016-10-27 13:00:00,13.14,15.94
5,2016-10-27 14:00:00,13.33,17.24
5,2016-10-27 15:00:00,13.42,17.35
5,2016-10-27 16:00:00,13.41,17.22
5,2016-10-27 17:00:00,13.41,16.72
5,2016-10-27 18:00:00,13.32,15.91
5,2016-10-27 19:00:00,13.1,14.31
5,2016-10-28 08:00:00,12.2,12.16
5,2016-10-28 09:00:00,12.3675,13.8675
5,2016-10-28 10:00:00,12.535,15.575
5,2016-10-28 11:00:00,12.702499999999999,17.2825
5,2016-10-28 12:00:00,12.87,18.99
5,2016-10-28 13:00:00,12.87,19.83
5,2016-10-28 14:00:00,12.830465116279068,19.634186046511626
5,2016-10-28 15:00:00,12.79093023255814,19.438372093023254
5,2016-10-28 16:00:00,12.751395348837208,19.242558139534882
5,2016-10-28 17:00:00,12.711860465116278,19.04674418604651
5,2016-10-28 18:00:00,12.672325581395349,18.850930232558138
5,2016-10-28 19:00:00,12.632790697674418,18.655116279069766
5,2016-10-29 08:00:00,12.593255813953487,18.459302325581394
5,2016-10-29 09:00:00,12.553720930232558,18.263488372093022
5,2016-10-29 10:00:00,12.514186046511627,18.06767441860465
5,2016-10-29 11:00:00,12.474651162790696,17.871860465116278
5,2016-10-29 12:00:00,12.435116279069767,17.676046511627906
5,2016-10-29 13:00:00,12.395581395348836,17.480232558139534
5,2016-10-29 14:00:00,12.356046511627905,17.28441860465116
5,2016-10-29 15:00:00,12.316511627906976,17.08860465116279
5,2016-10-29 16:00:00,12.276976744186046,16.892790697674418
5,2016-10-29 17:00:00,12.237441860465117,16.696976744186045
5,2016-10-29 18:00:00,12.197906976744186,16.501162790697673
5,2016-10-29 19:00:00,12.158372093023255,16.3053488372093
5,2016-10-30 08:00:00,12.118837209302326,16.10953488372093
5,2016-10-30 09:00:00,12.079302325581395,15.913720930232557
5,2016-10-30 10:00:00,12.039767441860464,15.717906976744185
5,2016-10-30 11:00:00,12.000232558139535,15.522093023255813
5,2016-10-30 12:00:00,11.960697674418604,15.326279069767441
5,2016-10-30 13:00:00,11.921162790697673,15.130465116279069
5,2016-10-30 14:00:00,11.881627906976744,14.934651162790697
5,2016-10-30 15:00:00,11.842093023255813,14.738837209302325
5,2016-10-30 16:00:00,11.802558139534883,14.543023255813953
5,2016-10-30 17:00:00,11.763023255813954,14.347209302325581
5,2016-10-30 18:00:00,11.723488372093023,14.151395348837209
5,2016-10-30 19:00:00,11.683953488372092,13.955581395348837
5,2016-10-31 08:00:00,11.644418604651163,13.759767441860465
5,2016-10-31 09:00:00,11.604883720930232,13.563953488372093
5,2016-10-31 10:00:00,11.565348837209303,13.36813953488372
5,2016-10-31 11:00:00,11.525813953488372,13.172325581395349
5,2016-10-31 12:00:00,11.486279069767441,12.976511627906977
5,2016-10-31 13:00:00,11.446744186046512,12.780697674418604
5,2016-10-31 14:00:00,11.407209302325581,12.584883720930232
5,2016-10-31 15:00:00,11.36767441860465,12.38906976744186
5,2016-10-31 16:00:00,11.328139534883721,12.193255813953488
5,2016-10-31 17:00:00,11.28860465116279,11.997441860465116
5,2016-10-31 18:00:00,11.24906976744186,11.801627906976744
5,2016-10-31 19:00:00,11.20953488372093,11.605813953488372
5,2016-11-01 08:00:00,11.17,11.41
5,2016-11-01 09:00:00,11.21,11.55
5,2016-11-01 10:00:00,11.32,11.95
5,2016-11-01 11:00:00,11.68,12.97
5,2016-11-01 12:00:00,12.13,13.69
5,2016-11-01 13:00:00,12.43,14.79
5,2016-11-01 14:00:00,12.49,14.2
5,2016-11-01 15:00:00,12.51,14.22
5,2016-11-01 16:00:00,12.45,13.87
5,2016-11-01 17:00:00,12.47,13.8
5,2016-11-01 18:00:00,12.34,13.12
5,2016-11-01 19:00:00,12.2,12.63
5,2016-11-02 08:00:00,11.66,12.2
5,2016-11-02 09:00:00,11.79,12.63
5,2016-11-02 10:00:00,11.97,12.88
5,2016-11-02 11:00:00,12.13,12.96
5,2016-11-02 12:00:00,12.2,12.96
5,2016-11-02 13:00:00,12.34,13.35
5,2016-11-02 14:00:00,12.65,13.86
5,2016-11-02 15:00:00,12.85,13.82
5,2016-11-02 16:00:00,12.79,13.48
5,2016-11-02 17:00:00,12.7,13.23
5,2016-11-02 18:00:00,12.61,13.26
5,2016-11-02 19:00:00,12.56,13.12
5,2016-11-03 08:00:00,11.57,11.62
5,2016-11-03 09:00:00,11.73,12.24
5,2016-11-03 10:00:00,11.82,12.88
5,2016-11-03 11:00:00,11.97,15.57
5,2016-11-03 12:00:00,12.13,18.0
5,2016-11-03 13:00:00,12.42,19.17
5,2016-11-03 14:00:00,13.01,19.9
5,2016-11-03 15:00:00,12.99,20.39
5,2016-11-03 16:00:00,12.94,18.93
5,2016-11-03 17:00:00,12.92,17.91
5,2016-11-03 18:00:00,12.78,16.88
5,2016-11-03 19:00:00,12.67,16.05
5,2016-11-04 08:00:00,10.56,10.08
5,2016-11-04 09:00:00,10.56,10.51
5,2016-11-04 10:00:00,10.92,12.24
5,2016-11-04 11:00:00,11.35,14.14
5,2016-11-04 12:00:00,11.91,17.22
5,2016-11-04 13:00:00,12.36,19.26
5,2016-11-04 14:00:00,13.57,19.62
5,2016-11-04 15:00:00,13.89,20.35
5,2016-11-04 16:00:00,14.2,20.08
5,2016-11-04 17:00:00,14.38,19.6
5,2016-11-04 18:00:00,14.38,19.06
5,2016-11-04 19:00:00,14.34,18.54
5,2016-11-05 08:00:00,13.62,13.55
5,2016-11-05 09:00:00,13.53,13.86
5,2016-11-05 10:00:00,13.6,14.2
5,2016-11-05 11:00:00,13.75,14.68
5,2016-11-05 12:00:00,13.93,14.95
5,2016-11-05 13:00:00,14.02,14.97
5,2016-11-05 14:00:00,14.04,14.92
5,2016-11-05 15:00:00,13.96,14.83
5,2016-11-05 16:00:00,13.91,14.67
5,2016-11-05 17:00:00,13.84,14.49
5,2016-11-05 18:00:00,13.71,14.25
5,2016-11-05 19:00:00,13.53,13.77
5,2016-11-06 08:00:00,11.55,10.47
5,2016-11-06 09:00:00,11.7,11.52
5,2016-11-06 10:00:00,11.98,12.87
5,2016-11-06 11:00:00,12.06,14.32
5,2016-11-06 12:00:00,12.27,15.64
5,2016-11-06 13:00:00,13.17,16.95
5,2016-11-06 14:00:00,12.79,18.23
5,2016-11-06 15:00:00,12.6,16.66
5,2016-11-06 16:00:00,12.54,16.14
5,2016-11-06 17:00:00,12.49,15.85
5,2016-11-06 18:00:00,12.45,15.55
5,2016-11-06 19:00:00,12.45,15.12
5,2016-11-07 08:00:00,12.2,12.38
