element_key,parking_category,total_nopark,total_zones,parking_spaces,total_spaces
3369,Time Limited Parking,0,0,6,6
60745,Unrestricted Parking,0,0,10,10
44209,Unrestricted Parking,9,1,13,23
3314,Restricted Parking Zone,0,0,8,8
46114,Unrestricted Parking,4,0,9,13
46090,Unrestricted Parking,4,2,6,12
43778,Unrestricted Parking,24,0,4,28
1809,No Parking Allowed,8,0,0,8
42974,Unrestricted Parking,9,3,4,16
42605,Unrestricted Parking,4,0,17,21
44153,Unrestricted Parking,4,0,6,10
1993,No Parking Allowed,8,0,0,8
2717,Unrestricted Parking,4,0,21,25
42861,Unrestricted Parking,12,0,8,20
42558,No Parking Allowed,16,0,0,14
43961,Restricted Parking Zone,4,0,8,12
1521,Unrestricted Parking,20,0,6,26
2689,Unrestricted Parking,5,0,2,7
1301,Unrestricted Parking,8,0,3,11
43102,Restricted Parking Zone,4,0,8,12
42682,Time Limited Parking,8,0,0,8
42638,Unrestricted Parking,12,0,2,14
42305,Unrestricted Parking,4,0,8,12
1102,Unrestricted Parking,21,0,4,25
2221,No Parking Allowed,12,0,0,10
3226,Unrestricted Parking,4,0,6,10
42913,Restricted Parking Zone,4,0,21,25
42565,Restricted Parking Zone,4,0,8,12
132502,Restricted Parking Zone,0,0,14,14
44082,Unrestricted Parking,4,0,3,7
2693,Unrestricted Parking,6,1,8,15
124985,Unrestricted Parking,16,0,9,25
42710,Restricted Parking Zone,4,0,7,11
1930,Restricted Parking Zone,8,1,2,11
43742,Unrestricted Parking,4,0,5,9
42517,Unrestricted Parking,19,0,4,23
2249,No Parking Allowed,4,0,0,4
42309,Unrestricted Parking,4,0,48,52
55702,No Parking Allowed,20,0,0,16
41189,Unrestricted Parking,8,0,2,10
41182,No Parking Allowed,12,1,0,9
41002,Unrestricted Parking,12,0,2,14
40678,Unrestricted Parking,4,0,19,23
43733,No Parking Allowed,16,0,0,11
40378,Time Limited Parking,8,0,18,26
40374,Unrestricted Parking,4,0,22,26
42186,Unrestricted Parking,4,0,6,10
40290,Unrestricted Parking,9,0,1,10
41830,No Parking Allowed,17,0,0,13
55782,Unrestricted Parking,4,0,8,12
43205,Unrestricted Parking,4,0,5,9
40113,Unrestricted Parking,20,0,1,21
39745,Restricted Parking Zone,4,0,10,14
41698,Unrestricted Parking,4,0,23,27
39541,Unrestricted Parking,4,0,22,26
59277,No Parking Allowed,12,0,0,4
55673,Unrestricted Parking,0,0,13,13
59105,No Parking Allowed,12,0,0,11
41526,Unrestricted Parking,4,0,7,11
43773,Unrestricted Parking,16,0,5,21
43498,Unrestricted Parking,4,0,28,32
41329,Unrestricted Parking,4,0,21,25
43390,Unrestricted Parking,4,0,7,11
43337,Unrestricted Parking,4,0,10,14
43277,Unrestricted Parking,8,0,5,13
43130,No Parking Allowed,12,0,0,11
42870,No Parking Allowed,16,0,0,15
56585,Unrestricted Parking,20,0,4,24
57614,No Parking Allowed,12,0,0,7
90853,No Parking Allowed,9,0,0,9
90685,Unrestricted Parking,4,0,4,8
58281,No Parking Allowed,4,0,0,2
90414,Unrestricted Parking,4,0,8,12
57257,No Parking Allowed,4,0,0,2
91661,Unrestricted Parking,4,0,7,11
90582,Unrestricted Parking,2,0,4,6
56574,Unrestricted Parking,12,0,31,43
58697,Unrestricted Parking,2,1,7,10
56290,Unrestricted Parking,4,0,16,20
57693,Unrestricted Parking,5,0,2,7
57122,Unrestricted Parking,4,0,8,12
90978,No Parking Allowed,12,0,0,12
90458,Unrestricted Parking,4,0,8,12
56225,No Parking Allowed,13,0,0,12
58290,Time Limited Parking,4,4,4,12
57318,Unrestricted Parking,4,0,7,11
90742,Unrestricted Parking,5,0,7,12
56022,Unrestricted Parking,8,0,2,10
91670,Unrestricted Parking,24,0,58,82
90590,Unrestricted Parking,8,0,1,9
59029,Restricted Parking Zone,4,0,29,33
55897,Unrestricted Parking,1,0,4,5
57154,Unrestricted Parking,4,0,5,9
57922,Time Limited Parking,4,1,4,9
91074,Unrestricted Parking,4,0,15,19
90466,Restricted Parking Zone,0,0,24,24
58317,No Parking Allowed,17,1,0,9
39941,Unrestricted Parking,4,0,1,5
39369,No Parking Allowed,4,0,0,3
42050,Unrestricted Parking,0,0,15,15
39358,No Parking Allowed,8,0,0,7
39322,No Parking Allowed,12,0,0,9
39281,Unrestricted Parking,4,0,10,14
39258,No Parking Allowed,17,0,0,11
89982,No Parking Allowed,20,0,0,14
39082,No Parking Allowed,12,0,0,12
39845,Unrestricted Parking,5,0,2,7
38974,Unrestricted Parking,4,0,17,21
39838,No Parking Allowed,10,0,0,9
38809,Unrestricted Parking,12,5,9,26
55669,Unrestricted Parking,9,0,1,10
42098,Unrestricted Parking,4,0,6,10
122505,Unrestricted Parking,4,1,1,6
39826,Time Limited Parking,5,0,7,12
122461,No Parking Allowed,12,0,0,7
122047,Unrestricted Parking,10,2,9,21
41854,No Parking Allowed,4,0,0,1
39757,Restricted Parking Zone,4,0,17,21
90134,No Parking Allowed,5,0,0,3
121559,No Parking Allowed,8,0,0,6
121001,No Parking Allowed,4,0,0,1
39398,Restricted Parking Zone,0,0,8,8
120913,Unrestricted Parking,4,0,1,5
91850,Unrestricted Parking,4,0,8,12
89942,No Parking Allowed,40,0,0,39
91750,No Parking Allowed,12,0,0,12
41017,Unrestricted Parking,20,0,6,26
37933,No Parking Allowed,8,0,0,6
38914,No Parking Allowed,4,0,0,2
55321,Unrestricted Parking,4,0,14,18
54598,Restricted Parking Zone,0,0,28,28
54322,Unrestricted Parking,5,0,9,14
39506,No Parking Allowed,12,0,0,9
38661,Unrestricted Parking,16,0,4,20
38461,Unrestricted Parking,12,0,14,26
54853,Time Limited Parking,5,0,20,25
53973,No Parking Allowed,22,0,0,20
37925,No Parking Allowed,21,0,0,9
38430,No Parking Allowed,16,0,0,12
37917,No Parking Allowed,8,0,0,7
38961,Time Limited Parking,0,0,11,11
37993,Unrestricted Parking,4,0,9,13
54601,Restricted Parking Zone,4,0,14,18
38662,No Parking Allowed,28,0,0,20
37590,No Parking Allowed,12,0,0,12
39526,Unrestricted Parking,4,0,1,5
38658,Unrestricted Parking,5,0,20,25
54345,Time Limited Parking,0,1,13,14
37346,Unrestricted Parking,0,0,15,15
55266,Unrestricted Parking,8,0,9,17
54053,Unrestricted Parking,20,1,2,23
38590,Unrestricted Parking,4,0,22,26
37298,Restricted Parking Zone,4,0,8,12
38221,Unrestricted Parking,4,0,21,25
39133,No Parking Allowed,4,0,0,2
54806,Unrestricted Parking,4,0,14,18
38790,Unrestricted Parking,4,0,5,9
38366,Time Limited Parking,0,1,25,26
51062,Unrestricted Parking,12,0,17,29
89354,Unrestricted Parking,12,0,5,17
89350,Unrestricted Parking,20,0,11,31
88922,Unrestricted Parking,8,0,21,29
52614,Unrestricted Parking,40,0,92,132
88898,Unrestricted Parking,28,0,8,36
88890,No Parking Allowed,16,0,0,10
88646,Unrestricted Parking,4,0,21,25
50822,Unrestricted Parking,21,0,3,24
37078,Restricted Parking Zone,13,0,0,9
53498,No Parking Allowed,20,0,0,11
50629,Unrestricted Parking,4,0,21,25
37069,Unrestricted Parking,4,0,20,24
36950,No Parking Allowed,17,0,0,17
36582,Restricted Parking Zone,1,0,2,3
89702,Unrestricted Parking,4,0,50,54
36570,Unrestricted Parking,8,0,5,13
52665,Unrestricted Parking,4,1,10,15
36438,Unrestricted Parking,8,0,2,10
89570,Restricted Parking Zone,0,0,16,16
35985,No Parking Allowed,8,0,0,6
35245,No Parking Allowed,24,0,0,20
53705,Unrestricted Parking,0,0,10,10
89449,Unrestricted Parking,16,0,22,38
35006,Unrestricted Parking,8,0,4,12
55498,Unrestricted Parking,25,0,6,31
52537,Time Limited Parking,21,0,4,25
55362,Time Limited Parking,0,0,9,9
51637,Unrestricted Parking,8,0,6,14
53245,Time Limited Parking,1,0,8,9
38090,No Parking Allowed,17,0,0,14
35805,Unrestricted Parking,24,0,20,44
88514,Unrestricted Parking,8,0,13,21
87986,Unrestricted Parking,8,0,19,27
86665,No Parking Allowed,16,0,0,9
87250,Unrestricted Parking,21,0,3,24
34997,Unrestricted Parking,4,0,2,6
88197,Restricted Parking Zone,8,0,0,6
87661,No Parking Allowed,24,0,0,24
38022,Unrestricted Parking,4,0,5,9
86614,Unrestricted Parking,4,0,6,10
37878,No Parking Allowed,12,0,0,6
36166,No Parking Allowed,36,0,0,29
34398,Unrestricted Parking,4,0,14,18
34262,Unrestricted Parking,12,0,7,19
88009,Unrestricted Parking,0,1,10,11
37654,Time Limited Parking,0,0,20,20
86414,No Parking Allowed,28,0,0,27
87358,No Parking Allowed,12,0,0,6
35766,Time Limited Parking,4,2,23,29
88281,No Parking Allowed,13,0,0,12
37622,Time Limited Parking,32,0,46,78
87709,No Parking Allowed,10,0,0,8
86405,Unrestricted Parking,20,0,5,25
53969,Unrestricted Parking,8,0,11,19
34793,Unrestricted Parking,8,0,4,12
38338,Unrestricted Parking,8,0,1,9
87470,No Parking Allowed,16,0,0,9
88157,Unrestricted Parking,36,0,8,44
53857,Unrestricted Parking,4,0,6,10
36890,Restricted Parking Zone,0,0,16,16
31722,No Parking Allowed,4,0,0,1
30758,Unrestricted Parking,4,0,21,25
29489,No Parking Allowed,8,0,0,7
37050,Restricted Parking Zone,0,0,11,11
37429,No Parking Allowed,4,0,0,2
31446,Unrestricted Parking,8,0,5,13
30498,Unrestricted Parking,4,0,21,25
28982,Unrestricted Parking,8,0,2,10
36706,Restricted Parking Zone,4,0,5,9
37269,No Parking Allowed,8,0,0,5
36694,Restricted Parking Zone,8,0,4,12
31913,Unrestricted Parking,4,0,7,11
30881,Unrestricted Parking,16,2,7,25
30825,No Parking Allowed,12,0,0,9
29633,Unrestricted Parking,4,0,17,21
36658,Unrestricted Parking,12,0,12,24
37073,Restricted Parking Zone,5,1,3,9
37446,Restricted Parking Zone,9,0,3,12
31718,Unrestricted Parking,0,0,17,17
30754,Unrestricted Parking,20,0,5,25
36525,No Parking Allowed,12,0,0,12
29406,Unrestricted Parking,4,0,22,26
37290,No Parking Allowed,20,1,0,9
36177,Restricted Parking Zone,8,0,20,28
30925,Unrestricted Parking,22,0,4,26
36945,Unrestricted Parking,4,0,36,40
50594,Unrestricted Parking,4,0,9,13
29665,Restricted Parking Zone,0,0,26,26
37233,No Parking Allowed,12,0,0,5
49249,Unrestricted Parking,4,0,22,26
83458,Time Limited Parking,6,0,8,14
48514,No Parking Allowed,29,0,0,23
50234,Unrestricted Parking,15,0,14,29
48374,Unrestricted Parking,10,0,67,77
48306,Unrestricted Parking,0,0,25,25
48282,Unrestricted Parking,8,1,14,23
47997,Time Limited Parking,0,0,10,10
83333,Restricted Parking Zone,4,0,6,10
47813,No Parking Allowed,16,0,0,14
48973,Time Limited Parking,16,0,8,24
47798,Unrestricted Parking,8,0,3,11
48966,Unrestricted Parking,4,0,16,20
47729,Restricted Parking Zone,1,0,5,6
82918,Unrestricted Parking,8,0,3,11
47546,Unrestricted Parking,16,0,3,19
48801,Unrestricted Parking,4,0,9,13
47529,Unrestricted Parking,8,0,3,11
47370,Unrestricted Parking,9,1,14,24
47365,Unrestricted Parking,4,1,12,17
49557,Unrestricted Parking,0,0,18,18
48690,Unrestricted Parking,12,0,2,14
83453,No Parking Allowed,13,0,0,7
34065,Unrestricted Parking,8,0,5,13
34022,Unrestricted Parking,4,0,4,8
48537,No Parking Allowed,13,0,0,10
33594,Unrestricted Parking,4,0,7,11
83225,No Parking Allowed,20,0,0,12
32493,Unrestricted Parking,4,2,19,25
32369,Restricted Parking Zone,4,0,6,10
49274,No Parking Allowed,16,4,0,11
84502,No Parking Allowed,12,0,0,12
35414,Unrestricted Parking,36,0,39,75
34654,Unrestricted Parking,24,1,13,38
34990,No Parking Allowed,21,0,0,17
33953,No Parking Allowed,5,0,0,3
84925,Restricted Parking Zone,0,0,27,27
85926,Unrestricted Parking,4,0,22,26
34097,Unrestricted Parking,4,0,12,16
35153,Unrestricted Parking,5,0,9,14
47330,Unrestricted Parking,5,0,10,15
84465,Unrestricted Parking,4,0,9,13
85374,Unrestricted Parking,4,0,13,17
84449,Unrestricted Parking,24,0,1,25
34669,Unrestricted Parking,8,0,10,18
35009,No Parking Allowed,17,0,0,15
34021,Unrestricted Parking,0,0,8,8
84381,Unrestricted Parking,4,0,5,9
85046,Unrestricted Parking,4,0,5,9
85966,Unrestricted Parking,8,0,2,10
34245,Unrestricted Parking,4,0,12,16
34766,No Parking Allowed,13,0,0,9
84017,Unrestricted Parking,12,0,3,15
35205,Unrestricted Parking,4,0,130,134
33917,No Parking Allowed,8,1,0,8
85437,Unrestricted Parking,8,0,3,11
83797,Unrestricted Parking,20,0,14,34
84762,Unrestricted Parking,12,0,5,17
35141,Unrestricted Parking,12,0,14,26
47245,Unrestricted Parking,5,0,9,14
34093,Unrestricted Parking,22,0,13,35
85241,Unrestricted Parking,5,0,6,11
33230,Unrestricted Parking,20,0,6,26
45825,Time Limited Parking,0,1,11,12
26362,No Parking Allowed,12,0,0,12
33646,Restricted Parking Zone,9,0,21,30
26305,Unrestricted Parking,4,0,21,25
26141,Unrestricted Parking,4,1,6,11
25513,Restricted Parking Zone,4,0,6,10
25325,Restricted Parking Zone,1,0,3,4
45457,Unrestricted Parking,4,0,8,12
25218,No Parking Allowed,12,0,0,12
33229,Restricted Parking Zone,4,0,22,26
24697,No Parking Allowed,12,0,0,8
27834,Unrestricted Parking,0,0,16,16
24294,Unrestricted Parking,4,0,18,22
33878,Unrestricted Parking,4,0,29,33
24169,Unrestricted Parking,4,0,19,23
27782,Unrestricted Parking,4,0,21,25
23946,Unrestricted Parking,8,0,1,9
23498,Unrestricted Parking,1,2,10,13
82902,Time Limited Parking,16,0,9,25
33553,Unrestricted Parking,42,1,30,73
27410,Unrestricted Parking,8,0,22,30
45498,Unrestricted Parking,4,0,3,7
82802,Unrestricted Parking,0,2,10,12
82762,Restricted Parking Zone,1,0,5,6
26402,Unrestricted Parking,8,0,18,26
82714,Restricted Parking Zone,4,0,21,25
45401,No Parking Allowed,8,0,0,8
35609,Restricted Parking Zone,36,1,0,31
35481,Unrestricted Parking,28,0,2,30
33237,Restricted Parking Zone,4,0,12,16
47177,Unrestricted Parking,4,2,4,10
82578,Unrestricted Parking,3,4,3,10
43341,Unrestricted Parking,4,0,10,14
22457,No Parking Allowed,12,0,0,11
82018,Restricted Parking Zone,0,0,9,9
47193,Restricted Parking Zone,5,1,10,16
82445,Unrestricted Parking,4,0,8,12
43070,No Parking Allowed,12,0,0,10
23414,Unrestricted Parking,4,0,9,13
21354,Unrestricted Parking,0,1,10,11
46933,Restricted Parking Zone,4,0,7,11
46842,Unrestricted Parking,4,1,16,21
82110,Restricted Parking Zone,9,0,1,10
82606,Restricted Parking Zone,8,0,3,11
43430,Unrestricted Parking,8,0,17,25
22930,Unrestricted Parking,8,0,4,12
82658,Restricted Parking Zone,4,0,8,12
21150,No Parking Allowed,8,0,0,6
46742,Restricted Parking Zone,12,2,2,16
82525,Restricted Parking Zone,4,0,8,12
43269,No Parking Allowed,17,1,0,10
23445,Unrestricted Parking,4,0,10,14
47182,No Parking Allowed,12,0,0,11
45954,Time Limited Parking,13,1,0,12
21689,Unrestricted Parking,12,0,6,18
45869,Unrestricted Parking,12,0,1,13
82214,No Parking Allowed,16,0,0,14
82690,Restricted Parking Zone,4,0,8,12
23090,No Parking Allowed,12,0,0,12
21317,Unrestricted Parking,16,0,10,26
81029,No Parking Allowed,8,0,0,7
80050,No Parking Allowed,22,0,0,16
81986,Unrestricted Parking,8,0,1,9
79902,Unrestricted Parking,85,2,31,118
33226,Unrestricted Parking,16,0,2,18
33050,Unrestricted Parking,0,0,6,6
32933,No Parking Allowed,8,0,0,8
81506,No Parking Allowed,50,1,0,29
32858,Restricted Parking Zone,4,0,12,16
32730,Unrestricted Parking,8,0,1,9
80802,Unrestricted Parking,20,0,2,22
80677,Unrestricted Parking,25,0,2,27
32717,Unrestricted Parking,5,0,1,6
32378,Unrestricted Parking,38,0,47,85
19634,Unrestricted Parking,4,0,5,9
45274,Unrestricted Parking,5,0,23,28
81150,Unrestricted Parking,0,0,12,12
45237,No Parking Allowed,20,0,0,16
80626,Unrestricted Parking,4,0,11,15
44725,Unrestricted Parking,8,0,4,12
81581,Time Limited Parking,9,0,10,19
44645,Unrestricted Parking,4,0,9,13
43949,Unrestricted Parking,4,0,8,12
80374,No Parking Allowed,33,0,0,28
43881,Unrestricted Parking,0,0,32,32
80142,Time Limited Parking,13,2,8,23
43738,Unrestricted Parking,4,0,6,10
81365,Time Limited Parking,0,0,18,18
43713,Unrestricted Parking,4,0,7,11
81101,Unrestricted Parking,4,0,14,18
30854,No Parking Allowed,12,1,0,11
16893,Unrestricted Parking,12,0,6,18
17461,Time Limited Parking,0,0,10,10
31429,No Parking Allowed,13,0,0,10
32294,Restricted Parking Zone,4,0,7,11
31034,No Parking Allowed,12,0,0,12
17690,No Parking Allowed,4,0,0,3
42613,Unrestricted Parking,9,0,1,10
17126,Unrestricted Parking,4,0,7,11
32057,Restricted Parking Zone,4,1,3,8
31257,Unrestricted Parking,0,1,10,11
30798,Unrestricted Parking,5,3,21,29
20934,Unrestricted Parking,0,0,13,13
32333,Time Limited Parking,9,2,14,25
16989,No Parking Allowed,12,0,0,8
17462,Unrestricted Parking,6,0,4,10
31714,Unrestricted Parking,0,1,17,18
17041,No Parking Allowed,4,0,0,4
31093,No Parking Allowed,8,0,0,6
20802,Unrestricted Parking,16,1,7,24
43006,Unrestricted Parking,8,0,1,9
17262,Unrestricted Parking,4,0,6,10
32197,Restricted Parking Zone,12,3,9,24
30886,No Parking Allowed,17,0,0,8
20558,Unrestricted Parking,8,0,4,12
31342,Unrestricted Parking,0,0,20,20
20365,Unrestricted Parking,8,0,2,10
32377,Unrestricted Parking,19,0,66,85
17101,Unrestricted Parking,8,0,1,9
17501,No Parking Allowed,16,0,0,12
31949,Unrestricted Parking,2,1,13,16
31098,Unrestricted Parking,4,0,6,10
40345,Unrestricted Parking,4,0,21,25
39413,Unrestricted Parking,4,0,2,6
39181,Unrestricted Parking,4,0,23,27
39158,Unrestricted Parking,4,0,13,17
38865,Unrestricted Parking,4,0,22,26
40578,Unrestricted Parking,16,0,15,31
77937,No Parking Allowed,16,0,0,16
38545,Unrestricted Parking,4,0,22,26
38498,Unrestricted Parking,4,0,21,25
38414,Unrestricted Parking,4,0,22,26
40173,Unrestricted Parking,8,0,5,13
42414,Unrestricted Parking,4,0,8,12
40114,Unrestricted Parking,4,1,16,21
38085,Time Limited Parking,1,0,5,6
18830,No Parking Allowed,4,0,0,4
18822,Time Limited Parking,8,0,0,8
18629,Unrestricted Parking,0,0,10,10
39629,No Parking Allowed,8,0,0,5
40950,Unrestricted Parking,4,0,16,20
78134,Time Limited Parking,4,0,13,17
18593,No Parking Allowed,28,0,0,20
18285,Restricted Parking Zone,5,0,6,11
18186,No Parking Allowed,9,0,0,6
39553,No Parking Allowed,16,0,0,9
18033,Unrestricted Parking,4,0,22,26
42466,Unrestricted Parking,4,0,18,22
39514,No Parking Allowed,8,0,0,6
17962,Unrestricted Parking,4,0,22,26
40577,Unrestricted Parking,4,0,27,31
17818,Unrestricted Parking,4,0,6,10
40426,Unrestricted Parking,4,0,22,26
41846,Unrestricted Parking,8,0,11,19
78573,No Parking Allowed,12,0,0,11
28338,Unrestricted Parking,21,0,4,25
28613,No Parking Allowed,28,0,0,26
79869,No Parking Allowed,8,0,0,4
79278,Unrestricted Parking,12,0,2,14
79274,Time Limited Parking,4,0,11,15
28210,Unrestricted Parking,0,0,9,9
28858,Time Limited Parking,8,0,3,11
79485,Unrestricted Parking,5,0,17,22
78553,No Parking Allowed,8,4,0,12
79213,Unrestricted Parking,12,0,10,22
78461,Unrestricted Parking,8,1,1,10
28421,Unrestricted Parking,4,0,22,26
28642,Unrestricted Parking,4,0,11,15
37814,Unrestricted Parking,12,0,6,18
78390,Restricted Parking Zone,4,0,26,30
78966,Restricted Parking Zone,0,0,10,10
78957,Restricted Parking Zone,4,0,16,20
28314,Time Limited Parking,9,0,16,25
28565,Unrestricted Parking,8,0,3,11
78350,Unrestricted Parking,32,0,2,34
29178,Unrestricted Parking,4,0,13,17
79529,Unrestricted Parking,4,0,8,12
78753,Unrestricted Parking,12,0,12,24
78318,Unrestricted Parking,16,4,5,25
78633,Unrestricted Parking,20,0,5,25
28662,Unrestricted Parking,20,0,5,25
79450,No Parking Allowed,20,0,0,11
27970,Unrestricted Parking,4,0,21,25
78273,Time Limited Parking,40,0,19,59
30454,Unrestricted Parking,4,0,9,13
15913,Unrestricted Parking,16,0,3,19
27113,Unrestricted Parking,5,0,10,15
15189,No Parking Allowed,21,0,0,15
77629,Restricted Parking Zone,0,0,8,8
13761,Unrestricted Parking,4,0,36,40
15370,Unrestricted Parking,8,0,3,11
27434,Unrestricted Parking,8,0,5,13
14766,No Parking Allowed,8,1,0,9
30326,Unrestricted Parking,4,0,22,26
13634,No Parking Allowed,5,0,0,4
30242,Unrestricted Parking,4,0,22,26
16114,Unrestricted Parking,4,0,8,12
27250,Unrestricted Parking,4,0,21,25
15230,No Parking Allowed,20,0,0,19
30150,Unrestricted Parking,16,0,5,21
77710,No Parking Allowed,12,0,0,10
14106,No Parking Allowed,12,0,0,6
15518,Unrestricted Parking,4,0,7,11
16630,Unrestricted Parking,4,0,7,11
30078,Unrestricted Parking,24,0,3,27
27705,Unrestricted Parking,0,0,26,26
14925,No Parking Allowed,12,0,0,9
13717,Restricted Parking Zone,4,0,12,16
29542,Restricted Parking Zone,4,0,22,26
30793,Unrestricted Parking,16,0,15,31
27301,Unrestricted Parking,16,0,22,38
14466,No Parking Allowed,4,0,0,2
15306,No Parking Allowed,4,1,0,1
77890,Unrestricted Parking,12,0,12,24
76545,No Parking Allowed,9,0,0,2
77322,No Parking Allowed,24,0,0,16
11802,No Parking Allowed,20,0,0,15
11713,Unrestricted Parking,0,0,17,17
77589,Restricted Parking Zone,12,3,11,26
11366,Unrestricted Parking,0,0,6,6
11310,Unrestricted Parking,16,0,45,61
76949,Restricted Parking Zone,4,0,13,17
37730,Unrestricted Parking,4,0,10,14
37374,Unrestricted Parking,0,3,6,9
13621,Unrestricted Parking,8,0,3,11
37258,Time Limited Parking,8,0,3,11
13466,Unrestricted Parking,4,0,7,11
77505,Unrestricted Parking,4,0,5,9
76809,No Parking Allowed,13,0,0,1
37257,Restricted Parking Zone,1,0,10,11
37246,Restricted Parking Zone,4,0,8,12
13429,No Parking Allowed,12,0,0,12
37241,Unrestricted Parking,8,0,1,9
36966,No Parking Allowed,13,0,0,6
77306,Restricted Parking Zone,4,0,10,14
36925,Time Limited Parking,5,0,13,18
12710,No Parking Allowed,21,0,0,5
36682,Unrestricted Parking,12,0,2,14
36621,Unrestricted Parking,4,0,1,5
12385,Unrestricted Parking,20,0,1,21
76889,Unrestricted Parking,8,0,1,9
77530,No Parking Allowed,8,0,0,6
36569,No Parking Allowed,16,0,0,13
36477,Restricted Parking Zone,8,0,8,16
27846,Restricted Parking Zone,0,0,11,11
76709,Time Limited Parking,8,1,3,12
35953,Unrestricted Parking,1,0,16,17
75385,Unrestricted Parking,4,0,23,27
73905,No Parking Allowed,12,0,0,9
26806,Unrestricted Parking,4,0,5,9
36373,Restricted Parking Zone,4,0,8,12
26585,No Parking Allowed,12,0,0,6
75177,No Parking Allowed,17,0,0,15
73286,Unrestricted Parking,8,0,18,26
26666,Unrestricted Parking,9,3,11,23
35601,No Parking Allowed,4,3,0,5
36458,No Parking Allowed,16,0,0,12
35593,Unrestricted Parking,4,0,21,25
76129,Unrestricted Parking,4,0,5,9
74306,Unrestricted Parking,0,0,22,22
74298,Unrestricted Parking,12,0,4,16
26962,No Parking Allowed,8,0,0,5
