element_key,latitude,longitude,poi,baseball,tennis,basket,soccer
11674,47.6088663348324,-122.323762383024,0,0,0,0,0
11717,47.5996092147774,-122.32517131483101,0,0,0,0,0
11718,47.5995651042502,-122.324936379508,0,0,0,0,0
11766,47.624484240158594,-122.355022416059,0,0,0,0,0
11770,47.624472986140496,-122.35358127842501,1,0,0,0,0
11778,47.624456537000896,-122.337697398143,0,0,0,0,0
11782,47.624459945034005,-122.33639725619,0,0,0,0,0
11785,47.6243331505853,-122.33142676984899,0,0,0,0,0
11786,47.624207487730395,-122.331256307104,0,0,0,0,0
11865,47.6088328917819,-122.323266671723,0,0,0,0,0
11866,47.6086205537415,-122.322844222119,1,0,0,0,0
11869,47.60943313923779,-122.323805590409,0,0,0,0,0
11870,47.60956353856971,-122.32366265113701,0,0,0,0,0
11873,47.610095587238,-122.32441122346302,0,0,0,0,0
11874,47.6103888376521,-122.32443630434202,0,0,0,0,0
11878,47.6144765928855,-122.328190247083,1,0,0,0,0
11881,47.61915559631724,-122.33310656017599,0,0,0,0,0
11882,47.61886088122579,-122.33284532988701,0,0,0,0,0
12034,47.594208723793685,-122.33310416131901,1,0,0,0,0
12237,47.6023538281902,-122.33513523946051,1,0,0,0,0
12238,47.6027996707538,-122.335208798,1,0,0,0,0
12282,47.619156945657494,-122.35665447767201,0,0,0,0,0
12285,47.622630020468854,-122.3568264592225,1,0,0,0,0
12286,47.622709997367394,-122.356623059986,1,0,0,0,0
12289,47.624991672402295,-122.35682782447151,1,0,0,0,0
12290,47.625034536102994,-122.356584188681,1,0,0,0,0
12537,47.623288807699005,-122.341414792617,0,0,0,0,0
12538,47.623148082018005,-122.341913156592,0,0,0,0,0
12541,47.623277965129795,-122.337751400281,0,0,0,0,0
12542,47.6231353305785,-122.337730307634,0,0,0,0,0
12545,47.6232753195509,-122.33501562621599,0,0,0,0,0
12546,47.62312910056539,-122.335437984968,0,0,0,0,0
12549,47.6231954453438,-122.33359153062901,0,0,0,0,0
12550,47.623055349088794,-122.33353023496599,0,0,0,0,0
12601,47.676818579602795,-122.317478344523,0,0,0,0,0
12673,47.6255165199688,-122.35351240471302,0,0,0,0,0
12682,47.625060576782296,-122.333223356108,0,0,0,0,0
12685,47.62516616256371,-122.329752926219,0,0,0,0,0
12765,47.605528006533206,-122.339167245172,1,0,0,0,0
12769,47.612036954759,-122.323650768792,0,0,0,0,0
12770,47.611797912558295,-122.323729099522,0,0,0,0,0
12869,47.6101637306698,-122.34163583953199,1,0,0,0,0
12873,47.6107302795207,-122.340910438968,1,0,0,0,0
12874,47.610591679364006,-122.340798854649,0,0,0,0,0
12878,47.61108409359771,-122.340151358645,1,0,0,0,0
12885,47.61671194283201,-122.333164908879,0,0,0,0,0
12886,47.6166129420948,-122.332991323557,0,0,0,0,0
12949,47.61078910906839,-122.32350993152201,0,0,0,0,0
12950,47.610585953835496,-122.32308100430099,0,0,0,0,0
12953,47.6119991282568,-122.324616590276,1,0,0,0,0
12954,47.61209390818709,-122.32447446126402,0,0,0,0,0
12957,47.6127027341142,-122.32524943337499,0,0,0,0,0
13045,47.666868509038,-122.379713886164,0,0,0,0,0
13046,47.6669432339414,-122.379568513372,0,0,0,0,0
13057,47.62127759097711,-122.346382523704,0,0,0,0,0
13058,47.6214618692032,-122.34613364555851,0,0,0,0,0
13082,47.6072227966749,-122.32462721814699,1,0,0,0,0
13085,47.60919239470961,-122.326693615287,0,0,0,0,0
13086,47.6091228115102,-122.32636793550199,0,0,0,0,0
13093,47.61139616125871,-122.328662159142,1,0,0,0,0
13097,47.616669413053295,-122.33440683378099,0,0,0,0,0
13098,47.6167222203611,-122.33414509101802,0,0,0,0,0
13101,47.61722411180511,-122.335381866394,0,0,0,0,0
13102,47.6173374504186,-122.33515470858299,1,0,0,0,0
13105,47.620412373021686,-122.337290451959,0,0,0,0,0
13109,47.62138169016149,-122.33729474692734,0,0,0,0,0
13110,47.62140032553525,-122.33703913029,0,0,0,0,0
13121,47.6210103806081,-122.356269319844,0,0,0,0,0
13125,47.6210134923607,-122.35340523171,0,0,0,0,0
13126,47.62083571096935,-122.35352365853599,0,0,0,0,0
13129,47.620977319215605,-122.34568983710301,0,0,0,0,0
13130,47.620815645869506,-122.345711302803,0,0,0,0,0
13134,47.62079484063501,-122.34072095413201,0,0,0,0,0
13138,47.620772064166594,-122.33485168075501,0,0,0,0,0
13142,47.62075363099049,-122.329743906882,0,0,0,0,0
13170,47.612155782392996,-122.32859089640499,0,0,0,0,0
13185,47.6080841439478,-122.335471318676,0,0,0,0,0
13189,47.60854295716,-122.33433741539801,1,0,0,0,0
13190,47.6084860634143,-122.333957393319,0,0,0,0,0
13197,47.6127027568454,-122.324356273007,0,0,0,0,0
13198,47.6125561658385,-122.324298283584,0,0,0,0,0
13209,47.65570737762801,-122.313372963983,1,0,0,0,0
13210,47.655688553596605,-122.313170546137,1,0,0,0,0
13213,47.659091866545154,-122.31329636509301,1,0,0,0,0
13214,47.6587554296875,-122.313086033055,1,0,0,0,0
13261,47.6263302495401,-122.34294410645501,0,0,0,0,0
13262,47.626198445126896,-122.342901040169,0,0,0,0,0
13293,47.61437097449329,-122.350990679757,0,0,0,0,0
13297,47.61825573478129,-122.34596474017799,0,0,0,0,0
13298,47.618202264874895,-122.34568587250601,0,0,0,0,0
13301,47.61154358199511,-122.34217544671999,0,0,0,0,0
13302,47.611272427227895,-122.34220836984,0,0,0,0,0
13305,47.6134847216115,-122.339653951529,0,0,0,0,0
13306,47.61317588264,-122.339751747541,0,0,0,0,0
13309,47.6140411413513,-122.338934334411,0,0,0,0,0
13313,47.6155701250476,-122.336941326251,0,0,0,0,0
13345,47.615111582457104,-122.348343779279,0,0,0,0,0
13346,47.61495243574439,-122.348280164298,0,0,0,0,0
13349,47.6164543104733,-122.34664248130301,0,0,0,0,0
13353,47.618304798501704,-122.34422600381001,0,0,0,0,0
13445,47.61917383152375,-122.35424006413851,0,0,0,0,0
13509,47.603734866679794,-122.33702884220301,0,0,0,0,0
13510,47.60404404139489,-122.33704956743799,0,0,0,0,0
13513,47.6068848455326,-122.33989211378702,0,0,0,0,0
13514,47.606861854977105,-122.339608842135,0,0,0,0,0
13517,47.60979436620015,-122.34302708585301,1,0,0,0,0
13521,47.613023848180504,-122.348091646586,0,0,0,0,0
13526,47.618067566185104,-122.35625055518801,0,0,0,0,0
13545,47.61440000115019,-122.337791127367,0,0,0,0,0
13546,47.614286829099704,-122.33749778624599,0,0,0,0,0
13549,47.6203067254172,-122.338604059375,0,0,0,0,0
13550,47.6202932957854,-122.33832033183901,0,0,0,0,0
13789,47.6192251177353,-122.33050434581699,0,0,0,0,0
13790,47.61936503667609,-122.33032664856,0,0,0,0,0
13793,47.62022087793579,-122.33050949735399,0,0,0,0,0
13794,47.620251466477,-122.330302860007,0,0,0,0,0
13809,47.601816087931496,-122.335150328092,1,0,0,0,0
14397,47.6119880181479,-122.319035057384,1,0,0,0,0
14398,47.611843141893395,-122.318926788376,1,0,0,0,0
14601,47.630539207901705,-122.327351920202,0,0,0,0,0
14673,47.614176471686896,-122.32397491181,1,0,0,0,0
14677,47.614181848499,-122.31741897779699,1,0,0,0,0
14678,47.6140170792418,-122.317456810191,1,0,0,0,0
14697,47.61532186877339,-122.32278401656299,0,0,0,0,0
14698,47.6151517401511,-122.32274505466499,0,0,0,0,0
14701,47.615368934480706,-122.313672780332,0,0,0,0,0
14702,47.6152178785536,-122.31375253886502,0,0,0,0,0
14770,47.6230719204841,-122.320278553432,0,0,0,0,0
14949,47.61305104004929,-122.321222821412,0,0,0,0,0
14950,47.6129221627959,-122.321223774472,0,0,0,0,0
14953,47.613018025425795,-122.31879952993602,1,0,0,0,0
14954,47.612858603883794,-122.31914914314,1,0,0,0,0
16941,47.658380351665905,-122.312716196626,1,0,0,0,0
16942,47.65823369282706,-122.31260271873249,1,0,0,0,0
16953,47.659908393225095,-122.31711680544402,0,0,0,0,0
16954,47.65977834638419,-122.31724570703399,0,0,0,0,0
17065,47.6631762721626,-122.315868465608,0,0,0,0,0
17066,47.6630336117978,-122.315599230307,0,0,0,0,0
17613,47.679874999082095,-122.324848836441,1,0,0,0,0
17614,47.67974749419471,-122.32511622785101,1,0,0,0,0
17617,47.6799632828821,-122.32412213577801,1,0,0,0,0
17618,47.6798169629573,-122.324053199607,0,0,0,0,0
18166,47.6809007968221,-122.325575321376,1,0,0,0,0
18621,47.66952444010554,-122.38344025422552,1,0,0,0,0
18622,47.6693656302388,-122.3835094177963,1,0,0,0,0
19482,47.6685805885899,-122.378264420986,0,0,0,0,0
19485,47.66876766483265,-122.38116942234902,0,0,0,0,0
19486,47.668580612229796,-122.38075754556999,0,0,0,0,0
20833,47.5983750006816,-122.33476534071501,0,0,0,0,0
20834,47.598207945966784,-122.334863100904,0,0,0,0,0
20837,47.5983682762955,-122.332295571785,0,0,0,0,0
20838,47.598214709111005,-122.3322678186,0,0,0,0,0
20845,47.5984219565021,-122.32320503690701,1,0,0,0,0
20846,47.598274631738704,-122.32341171833299,1,0,0,0,0
21765,47.6009504477685,-122.334911989093,1,0,0,0,0
21766,47.600796949385604,-122.33492477427001,1,0,0,0,0
21773,47.60095590942701,-122.32971414088101,1,0,0,0,0
21774,47.60080252609149,-122.32982370363399,1,0,0,0,0
23781,47.62466707712589,-122.357234417385,1,0,0,0,0
23782,47.62450164897739,-122.357745362242,0,0,0,0,0
23873,47.62335047919685,-122.35740279294548,1,0,0,0,0
23874,47.6232079306333,-122.3574059042305,1,0,0,0,0
23881,47.625787464719686,-122.357345743743,1,0,0,0,0
24033,47.605783306904705,-122.33737737046002,0,0,0,0,0
24034,47.6056909671162,-122.33700671883301,0,0,0,0,0
24037,47.6129377572471,-122.34598277940901,0,0,0,0,0
24038,47.6130690745239,-122.345786055198,1,0,0,0,0
24041,47.6137495121945,-122.34735065731199,0,0,0,0,0
24042,47.61397909679971,-122.347338888361,0,0,0,0,0
24045,47.614874338161,-122.34923899653799,1,0,0,0,0
24046,47.6150654323419,-122.349174157466,1,0,0,0,0
24049,47.6181388078714,-122.354785898539,0,0,0,0,0
24050,47.6181546099129,-122.354411726686,0,0,0,0,0
24057,47.61914169161435,-122.35554999557449,0,0,0,0,0
24058,47.6195077065641,-122.355344189797,0,0,0,0,0
24222,47.59172763120711,-122.334028653868,0,0,0,0,0
24265,47.62037676126115,-122.35813769885401,0,0,0,0,0
24266,47.62025863253165,-122.3579438787295,0,0,0,0,0
24270,47.62397934803555,-122.3579223380125,0,0,0,0,0
24405,47.61455309361521,-122.318278007736,1,0,0,0,0
24406,47.614665663707896,-122.318036524338,1,0,0,0,0
24409,47.6159920227814,-122.318297026208,0,1,0,0,1
24410,47.6157531606238,-122.318041781376,1,1,0,0,0
24413,47.6170426551095,-122.31831391861351,0,0,0,0,0
24417,47.6181630905416,-122.31833170749451,1,0,0,0,0
24441,47.656631354412696,-122.31679232927601,0,0,0,0,0
24442,47.656538210827506,-122.316612982195,0,0,0,0,0
24449,47.66028766617,-122.316698517817,0,0,0,0,0
24553,47.6088573758788,-122.31690157243999,0,0,0,0,0
24554,47.6086632009599,-122.31665832703399,0,0,0,0,0
24557,47.610873591567795,-122.316937274553,1,0,0,0,0
24558,47.6109036188985,-122.316645367611,1,0,0,0,0
24569,47.614461220481004,-122.316979351386,1,0,0,0,0
24570,47.614742306904105,-122.316708075935,1,0,0,0,0
24829,47.6134791970763,-122.314335817187,1,0,0,0,0
24830,47.6133236248701,-122.314104240006,1,0,0,0,0
24833,47.6148134400046,-122.314344439813,1,0,0,0,0
24834,47.614727311214196,-122.314148455067,1,0,0,0,0
25041,47.662649411897284,-122.312069678158,0,0,0,0,0
25042,47.66248218708025,-122.31182059627301,0,0,0,0,0
25701,47.60842628267859,-122.338289650357,1,0,0,0,0
25705,47.6110190976414,-122.34077321728502,1,0,0,0,0
25706,47.6115202092599,-122.34118939195,1,0,0,0,0
25709,47.613372031122005,-122.344733381728,1,0,0,0,0
25710,47.6137569058499,-122.344971710722,1,0,0,0,0
25713,47.6143348538906,-122.34635912794799,1,0,0,0,0
25714,47.614506205529096,-122.34625577197399,1,0,0,0,0
25717,47.6160733035629,-122.34928293427102,0,0,0,0,0
25718,47.616271665231494,-122.349230298664,0,0,0,0,0
27277,47.6148575024181,-122.34526196253799,1,0,0,0,0
27281,47.616628720953294,-122.34822678696501,0,0,0,0,0
27393,47.60136103757811,-122.33036347995001,1,0,0,0,0
27394,47.60111467589879,-122.33014962583599,1,0,0,0,0
27398,47.6005673557724,-122.330176320509,1,0,0,0,0
27402,47.599335892837296,-122.33018990970699,1,0,0,0,0
28946,47.60233147047789,-122.32933555032301,0,0,0,0,0
28949,47.6087577996513,-122.335537176118,0,0,0,0,0
28953,47.615503852769095,-122.344372435871,1,0,0,0,0
28954,47.615693903249294,-122.344250474095,1,0,0,0,0
28957,47.616913904400796,-122.34675748283202,0,0,0,0,0
28958,47.6171292968402,-122.34671520832302,0,0,0,0,0
28961,47.61789829596599,-122.34841041532302,0,0,0,0,0
28962,47.61812900528901,-122.348412615688,0,0,0,0,0
30101,47.6169420778641,-122.344784531136,0,0,0,0,0
30102,47.6171329532288,-122.344725544983,0,0,0,0,0
30697,47.611386919045295,-122.334825701901,0,0,0,0,0
30698,47.611661795531305,-122.33481496489901,1,0,0,0,0
30701,47.6132391397462,-122.336593706135,0,0,0,0,0
30702,47.6133922355836,-122.33651097539699,0,0,0,0,0
30705,47.6181309217498,-122.34485180073999,0,0,0,0,0
30706,47.6182748007892,-122.34467629428002,0,0,0,0,0
30969,47.6138776812509,-122.335724552686,0,0,0,0,0
30970,47.6139860688443,-122.335574934893,0,0,0,0,0
30974,47.6182520856096,-122.342826911611,0,0,0,0,0
31058,47.615281603014296,-122.335691727324,0,0,0,0,0
31062,47.6170457768598,-122.33864315151001,0,0,0,0,0
31297,47.6101430448499,-122.329046376117,0,0,0,0,0
31302,47.6174642886658,-122.33740600466601,1,0,0,0,0
31309,47.61926766567785,-122.3399367616025,0,0,0,0,0
31310,47.6192563921943,-122.339661424336,0,0,0,0,0
31313,47.6214916181075,-122.33988194019399,0,0,0,0,0
31314,47.62121752069489,-122.339660943306,0,0,0,0,0
31485,47.60657307604429,-122.341167009437,0,0,0,0,0
31486,47.6065535166165,-122.340871067411,0,0,0,0,0
31493,47.6102929549977,-122.34703207433998,0,0,0,0,0
31494,47.6103357589254,-122.346666024691,0,0,0,0,0
31498,47.6109452007991,-122.347684984771,0,0,0,0,0
31509,47.60355393220679,-122.337966788008,0,0,0,0,0
31541,47.604138450301505,-122.321245277371,0,0,0,0,0
31542,47.6039834398444,-122.321246002759,0,0,0,0,0
